date,countries,tracker
13/05/2018,MY,9.899425147
13/05/2018,LK,7.899660054
13/05/2018,IN,4.475542896
13/05/2018,HK,13.0862891
13/05/2018,AM,8.051858563
13/05/2018,JP,5.006219795
13/05/2018,TH,4.477105694
13/05/2018,CN,7.112274476
13/05/2018,NZ,8.66274062
13/05/2018,SG,5.685646772
13/05/2018,KR,2.514574906
20/05/2018,PH,13.93679891
20/05/2018,KZ,6.725386397
20/05/2018,VN,18.92414955
20/05/2018,IN,7.073424657
20/05/2018,GE,8.15035553
20/05/2018,LK,8.758046477
20/05/2018,KR,10.28707042
20/05/2018,MY,6.808036063
20/05/2018,KG,8.624357082
20/05/2018,HK,5.679715045
20/05/2018,CN,22.04822614
20/05/2018,AM,4.567119133
20/05/2018,BN,3.235818821
20/05/2018,SG,9.57619646
20/05/2018,JP,6.028514253
20/05/2018,TH,7.375049191
20/05/2018,MN,4.993779583
20/05/2018,NZ,4.675022392
20/05/2018,TW,2.712996637
20/05/2018,AZ,7.383256624
20/05/2018,ID,7.574951951
20/05/2018,AU,1.829253995
27/05/2018,KR,-1.880529318
27/05/2018,TH,11.8439669
27/05/2018,KZ,14.70292553
27/05/2018,LK,12.29872337
27/05/2018,VN,8.270683814
27/05/2018,NZ,22.69539551
27/05/2018,ID,8.360059208
27/05/2018,PH,6.272344254
27/05/2018,AZ,3.555836517
27/05/2018,KG,9.034228762
27/05/2018,MY,10.00595851
27/05/2018,MN,4.626505432
27/05/2018,AU,6.613042328
27/05/2018,SG,6.201154984
27/05/2018,TW,1.199956214
27/05/2018,CN,15.60128526
27/05/2018,GE,6.234188246
27/05/2018,JP,2.495333555
27/05/2018,BN,-1.838670572
27/05/2018,HK,5.599741835
27/05/2018,IN,5.645910741
27/05/2018,AM,8.215739303
03/06/2018,BN,-1.232684636
03/06/2018,NZ,6.801031354
03/06/2018,HK,13.07893044
03/06/2018,AZ,8.784795205
03/06/2018,CN,9.934946853
03/06/2018,MY,15.55977815
03/06/2018,IN,18.32191104
03/06/2018,AM,11.46176068
03/06/2018,GE,7.554239635
03/06/2018,KR,8.116269473
03/06/2018,MN,9.029543535
03/06/2018,JP,6.930373066
03/06/2018,KZ,8.466362599
03/06/2018,KG,23.48640293
03/06/2018,ID,3.684528333
03/06/2018,PH,6.8019386
03/06/2018,AU,7.006001281
05/06/2018,VN,3.584103057
05/06/2018,SG,4.474805128
05/06/2018,TW,10.63979253
05/06/2018,LK,4.845322651
05/06/2018,TH,3.789073097
10/06/2018,JP,15.79601505
10/06/2018,AM,6.194942857
10/06/2018,BN,1.035139162
10/06/2018,MY,-6.931777538
10/06/2018,IN,11.05096915
10/06/2018,AZ,14.46752116
10/06/2018,HK,12.71646781
10/06/2018,CN,11.95781514
10/06/2018,MN,6.404602869
10/06/2018,GE,3.984106006
10/06/2018,NZ,3.929882699
10/06/2018,ID,6.506934612
10/06/2018,PH,13.7228934
10/06/2018,KZ,16.28008657
10/06/2018,KR,10.11971148
10/06/2018,KG,8.735079412
10/06/2018,AU,10.79318453
17/06/2018,TH,23.98677884
17/06/2018,PH,9.290949069
17/06/2018,CN,17.48730235
17/06/2018,IN,10.88027279
17/06/2018,MY,2.078836381
17/06/2018,AU,13.92454125
17/06/2018,AZ,8.417179076
17/06/2018,KZ,8.919468957
17/06/2018,KG,5.40430976
17/06/2018,ID,5.158050601
17/06/2018,SG,6.445590434
17/06/2018,VN,4.780805921
17/06/2018,KR,9.229992667
17/06/2018,JP,1.751911424
17/06/2018,NZ,17.45552493
17/06/2018,HK,4.704329484
17/06/2018,MN,10.09197847
17/06/2018,GE,7.074671822
17/06/2018,AM,1.62735723
17/06/2018,TW,5.415403968
17/06/2018,LK,11.95997245
17/06/2018,BN,2.468728006
24/06/2018,ID,14.95965838
24/06/2018,TW,8.847947494
24/06/2018,MN,7.474898547
24/06/2018,LK,14.07067102
24/06/2018,CN,8.907914505
24/06/2018,NZ,5.234792663
24/06/2018,IN,10.6214124
24/06/2018,HK,8.663591693
24/06/2018,AM,5.526473982
24/06/2018,GE,9.327178897
24/06/2018,BN,1.975718026
24/06/2018,SG,10.13976242
24/06/2018,KR,11.40069571
24/06/2018,AU,4.178575997
24/06/2018,JP,6.132621629
24/06/2018,KG,15.21195868
24/06/2018,VN,12.43866147
24/06/2018,KZ,3.863059713
24/06/2018,TH,2.015539567
24/06/2018,AZ,10.08651388
24/06/2018,MY,11.67448781
24/06/2018,PH,12.33013656
01/07/2018,MY,22.90665081
01/07/2018,AM,9.691553733
01/07/2018,HK,10.79992268
01/07/2018,LK,16.06018556
01/07/2018,AZ,11.33586136
01/07/2018,IN,23.14764736
01/07/2018,CN,8.923405016
01/07/2018,NZ,6.888044897
01/07/2018,KR,4.409589213
01/07/2018,GE,8.042719139
01/07/2018,MN,13.06496474
01/07/2018,BN,2.826934132
01/07/2018,SG,10.66203766
01/07/2018,JP,-1.246457072
01/07/2018,TH,12.39361558
01/07/2018,KZ,10.22587228
01/07/2018,ID,4.394306399
01/07/2018,PH,2.01419637
01/07/2018,KG,5.81593157
01/07/2018,AU,2.900682861
01/07/2018,VN,7.576671049
01/07/2018,TW,13.57346551
08/07/2018,AZ,12.52373782
08/07/2018,ID,9.456616866
08/07/2018,AM,7.464096528
08/07/2018,HK,13.6370266
08/07/2018,NZ,11.93121317
08/07/2018,MN,4.445426157
08/07/2018,BN,4.883350103
08/07/2018,IN,9.541193747
08/07/2018,KG,8.693793765
08/07/2018,JP,3.681788414
08/07/2018,KR,24.87084537
08/07/2018,MY,6.882247676
08/07/2018,CN,11.64179941
08/07/2018,PH,21.34065695
08/07/2018,AU,5.248181629
08/07/2018,KZ,8.825894394
08/07/2018,GE,4.182191333
10/07/2018,LK,6.787515928
10/07/2018,SG,4.037630854
10/07/2018,TH,4.751821842
10/07/2018,VN,11.39633917
10/07/2018,TW,6.332832861
15/07/2018,LK,15.38169529
15/07/2018,GE,8.454998097
15/07/2018,ID,12.62908303
15/07/2018,KG,11.47172201
15/07/2018,JP,7.025204735
15/07/2018,IN,10.95929811
15/07/2018,KR,11.55933306
15/07/2018,PH,4.880492271
15/07/2018,TW,8.14511308
15/07/2018,AU,5.051980298
15/07/2018,AM,12.72126548
15/07/2018,HK,-0.654887736
15/07/2018,BN,-2.617633711
15/07/2018,KZ,2.855466534
15/07/2018,VN,4.239221736
15/07/2018,TH,5.024056774
15/07/2018,MN,6.703632899
15/07/2018,NZ,3.920856593
15/07/2018,CN,7.239457536
15/07/2018,AZ,4.885835974
15/07/2018,SG,8.56039423
15/07/2018,MY,6.039599107
22/07/2018,TH,9.335146395
22/07/2018,ID,9.946296473
22/07/2018,HK,4.037237702
22/07/2018,VN,9.467646823
22/07/2018,MY,13.28940564
22/07/2018,PH,15.48853544
22/07/2018,CN,14.41543185
22/07/2018,KZ,3.556332301
22/07/2018,AU,1.749171293
22/07/2018,KR,3.913802682
22/07/2018,JP,28.43066232
22/07/2018,GE,7.799071648
22/07/2018,TW,7.15141473
22/07/2018,BN,-1.349712373
22/07/2018,AZ,2.133965303
22/07/2018,NZ,11.24212594
22/07/2018,IN,7.562798124
22/07/2018,LK,8.631755507
22/07/2018,SG,3.72591686
22/07/2018,MN,6.564591335
22/07/2018,AM,9.073504468
22/07/2018,KG,9.663737755
29/07/2018,VN,12.25098184
